crate	version	layer	git_repo	git_head	worktree_state	source_files	source_loc	inbound_rsomics_dependents	inbound_target_family_count	inbound_target_families	has_tests	has_compat	has_benches	has_origin	upstream_families	upstream_mentions	area_provisional	target_family_provisional	target_kind_provisional	routing_confidence	suggested_action_provisional	manifest_error
rsomics-local-efficiency	0.1.3	B	True	302c4e8bfc310cec787987c684d9e13c1bc8b770	clean	2	206	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-log-loss	0.1.1	B	True	b405c9e8ff928e6d2556bb1ea1d154cf49f4881d	clean	8	794	0	0		True	True	True	True	scikit-learn	scikit-learn	machine-learning	rsomics-ml	capability-pool	high	merge-or-core-review	-
rsomics-macs	0.1.0	B	True	f914cdcad4c1ef63ac9930d13257518fd23531e3	clean	7	1336	0	0		True	True	False	True	macs	macs	epigenomics	rsomics-peak	product	high	merge-into:rsomics-peak	-
rsomics-mann-whitney	0.1.0	B	True	4d2abb1c88064ba87f803e36919157b9652aa1de	clean	6	856	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-mantel	0.1.3	B	True	c1946b0915acfe64398990a0d7588e78d55f53c8	clean	4	597	0	0		True	True	True	True	scikit-bio	scikit-bio|biopython	ecology	rsomics-ecology	product	high	merge-into:rsomics-ecology	-
rsomics-matrix-stats	0.2.1	B	True	b01328f5c7249ddcedebd544be5773a06607cd52	clean	5	1458	0	0		True	True	True	True	matrixstats	matrixstats	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-max-flow	0.1.0	B	True	7ac59b85fcd0c80335c7a4e6b67bea958bcf603f	clean	3	335	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-maximal-matching	0.1.2	B	True	ce06e6f068bbee60a22dc4acf84d2b5051ecbefb	clean	3	295	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-mcnemar	0.1.1	B	True	248e68393806b11e2d6c669ddcedd4990a3597e3	clean	8	1221	0	0		True	True	True	True	statsmodels	scipy|statsmodels	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-medcouple	0.1.1	B	True	f67cb1de92a21959926454e986879d46109d0e2a	clean	2	230	0	0		True	True	False	True	statsmodels	statsmodels	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-median-test	0.1.0	B	True	1a8f1ff7a891c9ea5d7b64e6dfc66c42a285d820	clean	6	682	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-methyldackel	0.1.1	B	True	9d32057f7ec5eb8bb241d53c115280f9d6acbdea	clean	9	1062	0	0		True	True	True	True	methyldackel	methyldackel	epigenomics	rsomics-methyl	product	high	merge-into:rsomics-methyl	-
rsomics-minimap2	0.1.0	B	True	1a47a36f2af0ab51f87e7881cfc122c48e898af5	clean	3	195	0	0		True	True	True	False	minimap2	minimap2	alignment	rsomics-minimap2	product	high	keep-product-candidate	-
rsomics-mismatch-profile	0.1.0	B	True	4d1fd9a01a88ad6dd93985270fc02b834b6bf509	clean	3	434	0	0		True	True	True	True	rseqc	rseqc	transcriptomics-qc	rsomics-rnaseq-qc	product	high	merge-into:rsomics-rnaseq-qc	-
rsomics-models	0.1.0	A	True	fcc56a4a6639134bb6627b798025dde630292896	clean	1	245	0	0		False	False	False	False			foundation	rsomics-models	foundation	high	internalize-or-merge-review	-
rsomics-modularity	0.1.2	B	True	ed98bf0dd453c9d0eb9269fc5e6ebb02c7552d66	clean	3	331	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-molecular-weight	0.1.0	B	True	9e64de373a8a99b79d3943955439e24defa4a0a0	clean	3	411	0	0		True	True	True	True	biopython	biopython	sequence-utilities	rsomics-seq	product	high	merge-into:rsomics-seq	-
rsomics-moments	0.1.0	B	True	6a40a6a4fb9ea303c622b91a1b06ddf017acbb33	clean	6	618	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-mood-test	0.1.0	B	True	f2b50f7ad31cc752123680c582d4ac1c4dd751dd	clean	5	588	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-moral-graph	0.1.2	B	True	6544276ce812e9cc11b26b6cf4a545c009478444	clean	5	268	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-motif-scan	0.1.1	B	True	a4fa8f86b22eccf346a7c09d64f65a163ffdc0b3	clean	3	165	0	0		True	True	True	False	emboss	emboss	sequence-utilities	rsomics-seq	product	high	merge-into:rsomics-seq	-
rsomics-msa-trim	0.1.1	B	True	773aa0d375d0cfa4aaed24d366d438b9201521ad	clean	3	167	0	0		True	True	True	False	trimal	trimal	phylogenetics	rsomics-phylo	product	high	merge-into:rsomics-phylo	-
rsomics-multi-replace	0.1.1	B	True	7f5c5d4f6b695fa8e591dca50676993514e0e004	clean	4	495	0	0		True	True	True	True	scikit-bio	scikit-bio|biopython	compositional	rsomics-composition	product	high	merge-into:rsomics-composition	-
rsomics-multibam-summary	0.1.2	B	True	23655983059e7c0367c77909d7d4a41bea3ca6d7	clean	3	918	0	0		True	True	True	True	deeptools	deeptools	epigenomic-signal	rsomics-signal	product	high	merge-into:rsomics-signal	-
rsomics-multibigwig-summary	0.1.2	B	True	f78846e2561a59620a148153e5105c1d24fcdd1c	clean	3	565	0	0		True	True	True	True	deeptools	bedtools|deeptools	epigenomic-signal	rsomics-signal	product	high	merge-into:rsomics-signal	-
rsomics-nj-tree	0.1.2	B	True	7830b61a366026480a0b29ad55aad4a8617387fc	clean	3	323	0	0		True	True	True	False			phylogenetics	rsomics-phylo	product	medium	merge-into:rsomics-phylo	-
rsomics-node-ages	0.1.0	B	True	2c121467a34fda7bc9e0d9ed377af358e4ab8e76	dirty	3	270	0	0		True	True	True	True	dendropy	dendropy	phylogenetics	rsomics-phylo	product	high	merge-into:rsomics-phylo	-
rsomics-node-redundancy	0.1.1	B	True	abeba49c3f5b8c2e5562e5701f1f949a923207de	clean	2	282	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-normalizer	0.1.0	B	True	c190bd8ba043520d88e4298a4e20cc5cabd2f581	clean	5	529	0	0		True	True	True	True	scikit-learn	scikit-learn	machine-learning	rsomics-ml	capability-pool	high	merge-or-core-review	-
rsomics-normaltest	0.1.1	B	True	b76113780c5771d1f8deceef7dd77b19df4dae69	clean	6	851	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-obrien-transform	0.1.0	B	True	7e80965da741c591e43dbc7b1ea8e3584b9090fb	clean	4	327	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-odds-ratio	0.1.1	B	True	a0b049ca5b1ef294573c34a3beef8465caa11e8c	clean	5	1121	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-onion-layers	0.1.1	B	True	bb6b9f034ebc1b2a653c047aabb31085e6ec928d	clean	2	603	0	0		True	False	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-order-filter	0.1.0	B	True	c127ba243933cce0007074a8482e48a9e742511f	clean	3	221	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-page-trend	0.1.0	B	True	68714ff9b4be7a1e2c8f35c89738cf9ac12d7f0c	clean	6	912	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-pagerank	0.1.2	B	True	de4715a4ac4deafdcf7a060902d77e78f23bdad6	clean	6	287	0	0		True	True	True	True	networkx	scipy|networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-pairwise-distance	0.1.0	B	True	4cd00da7855cd2b18a86b7f88877afb04aa4d76e	clean	10	1165	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-palindrome	0.1.0	B	False	-	not-git	8	953	0	0		True	True	True	True	emboss	emboss	sequence-utilities	rsomics-seq	product	high	merge-into:rsomics-seq	-
rsomics-partition-quality	0.1.2	B	True	b0b305559776dce7c45c77734e4163cd7a017eb1	dirty	3	347	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-pbs	0.1.1	B	True	7d91faeec7100503ec16b48d6dff944e0588ffef	clean	7	648	0	0		True	True	True	True	scikit-allel	scikit-allel|samtools	population-genetics	rsomics-popgen	product	high	merge-into:rsomics-popgen	-
rsomics-pca	0.1.2	B	True	52417ce76c3de15348bb549e8f83bc60a1a71c48	clean	4	642	0	0		True	True	True	True	scikit-bio	scipy|scikit-bio|biopython	ecology	rsomics-ecology	product	high	merge-into:rsomics-ecology	-
rsomics-pcoa	0.1.2	B	True	39e707636e94449edbbbc10e4ed5984699962ddd	clean	4	539	0	0		True	True	True	True	scikit-bio	scipy|scikit-bio|biopython	ecology	rsomics-ecology	product	high	merge-into:rsomics-ecology	-
rsomics-pcoa-biplot	0.1.1	B	True	b37b387592f5c66276cc8f7a6de2083b3d7e3d6e	clean	4	773	0	0		True	True	False	True	scikit-bio	scipy|scikit-bio	ecology	rsomics-ecology	product	high	merge-into:rsomics-ecology	-
rsomics-pdb-chain	0.1.1	B	True	91ee3115f9467ef215962e44d4d232e329d2cb3d	clean	3	224	0	0		True	True	True	False			protein-structure	rsomics-structure	product	medium	merge-into:rsomics-structure	-
rsomics-pdb-contacts	0.1.2	B	True	e79e2ae68bf5b7439228573deefdb4e6bc6bd5eb	clean	7	805	0	0		True	True	True	True	biopython	biopython	protein-structure	rsomics-structure	product	high	merge-into:rsomics-structure	-
rsomics-pdb-core	0.1.0	A	True	7452a78326384fc9307e5234f40cc2362d9fb2be	clean	1	552	8	1	rsomics-structure	False	False	False	False	biopython	biopython	foundation	rsomics-pdb-core	foundation	high	internalize-or-merge-review	-
rsomics-pdb-dihedrals	0.1.2	B	True	91b1d7c6cc8182261d3466dfa227c277be715e95	clean	6	435	0	0		True	True	False	True	biopython	biopython	protein-structure	rsomics-structure	product	high	merge-into:rsomics-structure	-
rsomics-pdb-geometry	0.1.1	B	True	efc99601e1f9e6b5c449d491134c262309310441	clean	6	813	0	0		True	True	False	True	biopython	biopython	protein-structure	rsomics-structure	product	high	merge-into:rsomics-structure	-
rsomics-pdb-hsexposure	0.1.2	B	True	2f52a2e42df262ea713190664d5cec0573169076	clean	5	543	0	0		True	True	True	True	biopython	biopython	protein-structure	rsomics-structure	product	high	merge-into:rsomics-structure	-
rsomics-pdb-superpose	0.1.1	B	True	b09b5f12e8580d0d95ddb35b3b423fd868a20cfc	clean	5	666	0	0		True	True	False	True	biopython	tmalign|biopython	protein-structure	rsomics-structure	product	high	merge-into:rsomics-structure	-
rsomics-peak-annotate	0.1.1	B	True	e3435660b4ab6219661ece133b8f7dd52c0203db	clean	6	1035	0	0		True	True	False	True			epigenomics	rsomics-peak	product	high	merge-into:rsomics-peak	-
rsomics-peak-count	0.1.2	B	True	147ed9b4a3d2d58210d28b8be268ac25bd537b07	clean	3	270	0	0		True	True	True	False	samtools|bedtools	samtools|bedtools	epigenomics	rsomics-peak	product	high	merge-into:rsomics-peak	-
rsomics-percentile	0.1.1	B	True	d606bc415d8240d27bba55154aff3ea5dd58ea12	clean	5	558	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-permanova	0.1.3	B	True	c5f243cee07587afb02ad4b726aa51a673775eff	clean	5	603	0	0		True	True	True	True	scikit-bio	scikit-bio|biopython	ecology	rsomics-ecology	product	high	merge-into:rsomics-ecology	-
rsomics-permdisp	0.1.3	B	True	bd2479cb86fcf5e85c86f14c0742b946c6ba2fcc	clean	7	851	0	0		True	True	True	True	scikit-bio	scipy|scikit-bio|biopython	ecology	rsomics-ecology	product	high	merge-into:rsomics-ecology	-
rsomics-pgen	0.3.1	A	True	5ae83bddf674836553018308dc5d499a9997b26b	clean	6	554	22	1	rsomics-plink	False	False	False	False	plink	plink	foundation	rsomics-pgen	foundation	high	internalize-or-merge-review	-
rsomics-phydiv	0.1.2	B	True	46cdf30219f394d353c417604247bd4ab3abba10	clean	3	675	0	0		True	True	True	True	scikit-bio	scikit-bio	ecology	rsomics-ecology	product	high	merge-into:rsomics-ecology	-
rsomics-phylo-tree	0.1.0	A	True	25a10b1eac045ebb9220fa50630544e1f4c40591	clean	1	259	9	2	rsomics-ecology|rsomics-phylo	False	False	False	False			foundation	rsomics-phylo-tree	foundation	high	keep-core-candidate	-
rsomics-pileup	0.1.0	A	True	5bd34dde15c5bc94e44d27a1ede2e9f9bf3e5fc2	dirty	5	1026	2	2	rsomics-bam|rsomics-call	False	False	False	True	samtools	samtools	foundation	rsomics-pileup	foundation	high	keep-core-candidate	-
rsomics-plink-assoc	0.1.1	B	True	d1555fb80e2a350bef63365e9f801f77401392f0	dirty	4	480	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-blocks	0.1.0	B	False	-	not-git	4	729	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-check-sex	0.1.1	B	True	6a7bf2ba812b824307b1581e434dbe38ad9aa6de	clean	2	743	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-cluster	0.1.0	B	True	5e206573a985b22e10ea2032746fee4ffb90fa00	clean	2	693	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-epistasis	0.1.0	B	True	68a197ce6cb20f67355840b1f7dd554aa9e8af54	clean	5	751	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-flip-scan	0.1.0	B	True	5a149f5a287cd1ed7dba12de4870b9c5bd7dddef	clean	2	847	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-freq	0.1.0	B	True	2b234d50d7e89c07c695b36dd7f4b4758f851c3c	clean	4	713	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-freqx	0.1.1	B	True	846b745ae48a2af569a2261142b945a684397b7a	clean	2	480	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-genome	0.1.0	B	False	-	not-git	6	582	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-grm	0.1.0	B	True	bff8f61891ab59b4f943ba246a777e09e330efd5	clean	2	284	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-hardy	0.1.0	B	False	-	not-git	2	1085	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-het	0.1.2	B	True	24f1664edfd2878931c9e3e0b270afcbe76d01fb	clean	2	583	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-homozyg	0.1.0	B	True	fa7c781e4e63450187652dcbde96aa8dfe63be00	clean	2	967	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-ibc	0.1.1	B	True	302c9d92ddb5f7a1e3ae44eb91fce15e465235a8	clean	3	520	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-io	0.1.0	B	True	5298bd0acf0d5100f9550c19fdeb10c33025f47c	clean	4	398	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-ld	0.1.0	B	True	fbe04835ea2df60c1483dca06077aaf3d2e4739d	clean	2	201	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-linear	0.1.1	B	True	5820975d2de61d436d23296ac2208f4c820d48ce	clean	7	1809	0	0		True	True	True	True	plink	plink|scipy	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-logistic	0.1.1	B	True	162b76d549d612cdc1a316fb66c7031d8c609f67	clean	7	2060	0	0		True	True	True	True	plink	plink|scipy	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-mendel	0.1.0	B	True	238e18b393e6f149563592be8345e055d4252fec	clean	3	959	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-missing	0.1.1	B	True	5c2a030b23020bf12d1aa95dae705ebcca63bc12	clean	2	539	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-model	0.1.2	B	True	5526445ad65d5f72cd1dedc55cb65100ba576939	dirty	4	1100	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-pca	0.1.1	B	True	56f68a546b23f382c839d18a22ce435b46ebeaff	dirty	2	225	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-prune	0.1.0	B	True	d7ab7d45749118598a1583e67b270ecbeb0645e0	clean	2	286	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-recode	0.1.0	B	True	2625bfae6c6dd70e172e367cfc19171cb1506e42	clean	2	651	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-score	0.1.1	B	True	69f882855ac1f7b28b40455b1cebab31565fe46f	clean	2	863	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-tdt	0.1.1	B	True	e7487918d8891672cf615c3d34701baa160f12a2	clean	2	950	0	0		True	True	True	True	plink	plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plink-test-missing	0.1.1	B	True	b8b6d2ccbe4fce3afa3d2a0cf24a19a276ee2ffc	clean	7	1515	0	0		True	True	True	True	plink	plink|scipy	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-plot-coverage	0.1.2	B	True	6562ce17500fa983036d74b4ea754988dd347fb0	clean	3	767	0	0		True	True	False	True	deeptools	deeptools	epigenomic-signal	rsomics-signal	product	high	merge-into:rsomics-signal	-
rsomics-point-biserial	0.1.0	B	True	3f727a50bdbe737f9814818a7b6fb8796365e236	clean	5	701	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-polynomial-features	0.1.0	B	True	3e088f43431290724561b7a7072921d0a48b03b3	clean	3	305	0	0		True	True	True	True	scikit-learn	scikit-learn	machine-learning	rsomics-ml	capability-pool	high	merge-or-core-review	-
rsomics-popgen-core	0.1.1	A	True	640cfbc4f11e799e25f16aaddcf78f336472d920	clean	4	345	1	1	rsomics-popgen	False	False	False	False			foundation	rsomics-popgen-core	foundation	high	internalize-or-merge-review	-
rsomics-popgen-fstats	0.1.0	B	True	c979ff884ad9c66be4cf4adc0d7785e6f3de8a5d	clean	7	1118	0	0		True	True	True	True	scikit-allel	scikit-allel	population-genetics	rsomics-popgen	product	high	merge-into:rsomics-popgen	-
rsomics-popgen-garudh	0.1.0	B	True	8b76f3f775aed89bc532739a680a27be141fa8b2	clean	6	884	0	0		True	True	True	True	scikit-allel	scikit-allel	population-genetics	rsomics-popgen	product	high	merge-into:rsomics-popgen	-
rsomics-popgen-ihs	0.1.0	B	True	4ba35b8d17294b49184552f7a9f42f949874091d	clean	9	2138	0	0		True	True	True	True	scikit-allel	scikit-allel	population-genetics	rsomics-popgen	product	high	merge-into:rsomics-popgen	-
rsomics-popgen-windowed	0.1.1	B	True	9e555d458d929f7dae7f59945ae13ad18fd66cee	dirty	8	1254	0	0		True	True	True	True	scikit-allel	scikit-allel	population-genetics	rsomics-popgen	product	high	merge-into:rsomics-popgen	-
rsomics-popgen-xpehh	0.1.0	B	True	3c4acaafcb27e466b2bef3e4d797e1dc1641a85c	clean	9	1985	0	0		True	True	True	True	scikit-allel	scikit-allel	population-genetics	rsomics-popgen	product	high	merge-into:rsomics-popgen	-
rsomics-power-divergence	0.1.1	B	True	cf65154975155df4deb8a63e5812a77166596207	clean	5	648	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-proportion-confint	0.1.0	B	False	-	not-git	6	1025	0	0		True	True	True	True	statsmodels	scipy|statsmodels	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-proportion-effectsize	0.1.0	B	True	023fc0b57bdb8db8ff75c96948a6fc848be63e6c	clean	3	284	0	0		True	True	True	True	statsmodels	scipy|statsmodels	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-proportions-ztest	0.1.1	B	True	f89f4cfdf70a5fad493c0211a0159020a167fd19	clean	5	772	0	0		True	True	True	True	statsmodels	scipy|statsmodels	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-prot-param	0.4.0	B	True	9d1ab585000aaa0832d477fc20408e87319a5f10	clean	5	922	0	0		True	True	True	True	biopython	biopython	sequence-utilities	rsomics-seq	product	high	merge-into:rsomics-seq	-
rsomics-pvalue-adjust	0.2.1	B	True	4bdc8763ebfd37de8dcc087b24cd8a6e3fa7d5b4	clean	2	255	0	0		True	True	True	False			statistics	rsomics-stats	capability-pool	medium	merge-or-core-review	-
rsomics-pwmantel	0.1.2	B	True	a25b9fe4621a1990a91e6fb496497dc99d7dcfc1	clean	6	825	0	0		True	True	True	True	scikit-bio	scikit-bio|biopython	ecology	rsomics-ecology	product	high	merge-into:rsomics-ecology	-
rsomics-quantile-norm	0.1.2	B	True	8167d3346376573f06914fc5508a5c55e759ad98	clean	3	410	0	0		True	True	True	True	limma	limma	bulk-expression	rsomics-limma	product	high	merge-into:rsomics-limma	-
rsomics-quantile-transform	0.1.1	B	True	bc127613037aa534324a57f45e6dae70a13396f9	clean	8	997	0	0		True	True	True	True	scikit-learn	scanpy|scipy|scikit-learn	machine-learning	rsomics-ml	capability-pool	high	merge-or-core-review	-
rsomics-qvalue	0.1.0	B	False	-	not-git	9	1815	0	0		True	False	True	False	qvalue	qvalue	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-rankdata	0.1.0	B	True	c37e785553434cee48026848f2d20dc5863872e8	clean	5	506	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-ranksums	0.1.0	B	True	38f24c509e471432bbee5e89ff4e975bfb745397	clean	7	634	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-rclr	0.1.1	B	True	e19d52d1e3680917f7ecfaef66f7263ce7c08986	clean	4	548	0	0		True	True	True	True	scikit-bio	scikit-bio|biopython	compositional	rsomics-composition	product	high	merge-into:rsomics-composition	-
rsomics-rda	0.1.1	B	True	fa463c987ac75502051c22faccefaf39de409374	clean	4	767	0	0		True	True	True	True	scikit-bio	scikit-bio	ecology	rsomics-ecology	product	high	merge-into:rsomics-ecology	-
rsomics-reachable	0.1.1	B	True	8018fa964c70a63bedf6c2036a530fe570901a00	dirty	3	328	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-reaching-centrality	0.1.1	B	True	ddd7afb5a623764dc4e3c6622a722ee21e067101	dirty	5	407	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-read-distribution	0.1.0	B	True	e169e6c9b5ab8f1b6af64ea633134931102d1e58	clean	3	615	0	0		True	True	True	True	rseqc	rseqc	transcriptomics-qc	rsomics-rnaseq-qc	product	high	merge-into:rsomics-rnaseq-qc	-
rsomics-read-duplication	0.1.0	B	True	26c8c0ef73acc4ef0d7098407f0e54c3b181a100	clean	3	315	0	0		True	True	True	True	rseqc	rseqc	transcriptomics-qc	rsomics-rnaseq-qc	product	high	merge-into:rsomics-rnaseq-qc	-
rsomics-read-gc	0.1.0	B	True	4b79905b5a027cbaa292f53d0d13f96583bc558a	clean	3	252	0	0		True	True	True	True	rseqc	rseqc	transcriptomics-qc	rsomics-rnaseq-qc	product	high	merge-into:rsomics-rnaseq-qc	-
rsomics-read-hexamer	0.1.0	B	True	ec7ff4f1bbd0e28c4d1a260a27a2ffceda820337	clean	3	237	0	0		True	True	True	True	rseqc	rseqc	transcriptomics-qc	rsomics-rnaseq-qc	product	high	merge-into:rsomics-rnaseq-qc	-
rsomics-read-nvc	0.1.0	B	True	61eeac0c618b6f668cbc61ce683317a3cc0bf673	clean	3	298	0	0		True	True	True	True	rseqc	rseqc	transcriptomics-qc	rsomics-rnaseq-qc	product	high	merge-into:rsomics-rnaseq-qc	-
rsomics-read-quality	0.1.0	B	True	4fe16899555e6b640cad4af3e5487587091337a3	clean	4	346	0	0		True	True	True	True	rseqc	rseqc	transcriptomics-qc	rsomics-rnaseq-qc	product	high	merge-into:rsomics-rnaseq-qc	-
rsomics-regionprops	0.1.1	B	True	411d46964ab60ef0fa5d37cbb975e70b2926c91c	dirty	6	912	0	0		True	True	False	True	scikit-image	scipy|scikit-image	bioimage-review	rsomics-image	capability-pool	high	merge-or-core-review	-
rsomics-regression-metrics	0.1.0	B	True	c716b4279f4e4ecebc2de00114ca11e858d45bf0	clean	6	540	0	0		True	True	True	True	scikit-learn	scikit-learn	machine-learning	rsomics-ml	capability-pool	high	merge-or-core-review	-
rsomics-relative-risk	0.1.0	B	True	62820758179cb26ea1b7751509ff88c344af5c64	clean	6	683	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-remove-batch-effect	0.1.2	B	True	78381156c72cdeedebae0d09f4036d3ed2bf8ecc	clean	3	532	0	0		True	True	True	True	limma	limma	bulk-expression	rsomics-limma	product	high	merge-into:rsomics-limma	-
rsomics-rereplicate	0.1.0	B	True	40e2fb78e9ef2c1f6e632583e925923baf1d9730	clean	3	346	0	0		True	True	True	True	vsearch	vsearch	metagenomics	rsomics-metagenomics	product	medium	merge-into:rsomics-metagenomics	-
rsomics-rich-club-coefficient	0.1.1	B	True	d1a76afba6b10f783cd6cb1f8928e7f9142e7dcb	clean	2	281	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-rna-fragment-size	0.1.0	B	True	4e01d6245ca27c7796b78fb1a61f202ba301c255	clean	3	395	0	0		True	True	True	True	rseqc	rseqc	transcriptomics-qc	rsomics-rnaseq-qc	product	high	merge-into:rsomics-rnaseq-qc	-
rsomics-rnaseq-metrics	0.1.0	B	True	bb2f79492a3a5a4d8eec4f2d42542fd5f0235d51	clean	10	1300	0	0		True	True	True	True	picard	picard	transcriptomics-qc	rsomics-rnaseq-qc	product	medium	merge-into:rsomics-rnaseq-qc	-
